OF_DEPARTURE_COUNTRY,OF_DEPLV2,OF_DEPLV1,OF_DEPLV0,OF_DEPARTURE_CITY,OF_DEPARTURE_ZIPCODE,OF_DEPARTURE_COORDINATE_X,OF_DEPARTURE_COORDINATE_Y,OF_ARRIVAL_COUNTRY,OF_ARRLV2,OF_ARRLV1,OF_ARRLV0,OF_ARRIVAL_CITY,OF_ARRIVAL_ZIPCODE,OF_ARRIVAL_COORDINATE_X,OF_ARRIVAL_COORDINATE_Y,OF_WEIGHT,OF_VOLUME,OF_LENGTH,OF_GOODS_KND,OF_TAIL_LIFT,OF_PALLETS_EXCHANGE,OF_NB_PALLETS
GB,4,NP,,NEWPORT,NP10 8,-304152,5157249,D,RL,52,,AACHEN,52062,608659,5077662,24000,0,120,MG,N,N,0
D,ON,30,,HANNOVER,30453,966320,5238161,D,TN,99,,MARKSUHL,99819,1020452,5091306,20000,0,136,MG,N,N,0
D,BW,74,,ILSHOFEN,74532,992030,4916872,D,HE,65,,WIESBADEN,65203,823857,5004366,24000,0,136,MG,N,N,0
F,AL,54,,NANCY,54100,618339,4868956,F,CH,8,,MONTHERM�,8800,473670,4988727,24000,0,136,MG,N,N,0
F,PR,83,,TOULON,83200,593032,4312532,GB,4,NP,,RHYMNEY,NP22 5,-328769,5176353,24000,0,136,MG,N,N,0
F,AL,88,,CONTREX�VILLE,88140,589580,4818339,F,OC,34,,B�ZIERS,34500,322945,4334590,27000,0,135,MG,N,N,0
D,SN,4,,WALDHEIM,4736,1302874,5107366,NL,GL,70,,'S-HEERENBERG [MONTFERLAND],7044,626402,5188418,24000,0,136,MG,N,N,0
F,CH,52,,SAINT-DIZIER,52100,496200,4863662,B,AN,24,,GEEL,2440,498912,5116627,24000,0,135,MG,N,N,0
F,PC,17,,LA ROCHELLE,17000,-116062,4616136,F,CE,28,,COMBRES,28480,106333,4832475,28000,0,130,MG,N,N,0
F,AU,3,,SAINT-POUR�AIN-SUR-SIOULE,3500,328931,4630690,F,RP,93,,STAINS,93240,238182,4895633,27000,0,136,MG,N,N,0
F,AQ,40,,HAGETMAU,40700,-59578,4365575,F,PR,6,,NICE,6000,726208,4370614,2500,0,37,MG,N,N,0
D,NB,90,,N�RNBERG,90425,1106326,4947585,D,HE,64,,BEERFELDEN,64743,897336,4956701,6800,0,100,MG,N,N,0
NL,LB,58,,VENRAY,5802,597712,5152712,D,PS,55,,MAINZ-KASTEL [WIESBADEN],55252,828304,5001635,2100,0,45,MG,Y,N,0
D,PS,54,,TRIER,54294,661489,4973359,D,SH,22,,HAMBURG,22045,1012420,5359414,2000,0,30,MG,N,N,0
D,BW,72,,ROTTENBURG AM NECKAR,72108,893667,4847541,D,NB,90,,F�RTH,90768,1096659,4946688,2000,0,40,MG,N,N,0
F,NP,62,,AUCHEL,62260,246703,5050418,F,CE,45,,CERNOY-EN-BERRY,45360,266621,4754126,2000,0,30,MG,N,N,0
B,NA,50,,GEMBLOUX,5030,469799,5056153,D,BW,88,,KIRCHDORF AN DER ILLER,88457,1012818,4807683,2500,0,45,MG,N,N,0
D,MV,17,,GREIFSWALD,17489,1338289,5408909,D,BW,71,,BONDORF,71149,883416,4852193,9800,0,104,MG,N,N,0
F,AL,68,,MULHOUSE,68100,734284,4774781,I,2,VEN,36,VICENZA,36100,1154585,4554879,2000,0,15,TD,N,N,0
F,NO,27,,AUBEVOYE,27940,133354,4917288,F,BR,29,,QUIMPER,29000,-409830,4799096,12000,1200,152,MG,N,N,0
E,E10,SS,20,SAN SEBASTI�N,20001,-197357,4332322,F,RP,75,,PARIS,75001,234047,4886241,24000,0,136,MG,N,N,0
F,AL,68,,MULHOUSE,68100,734284,4774781,I,2,VEN,35,PADOVA,35139,1187146,4540810,2000,0,15,TD,N,N,0
F,CE,36,,CH�TEAUROUX,36000,169603,4680612,F,NP,59,,LAUWIN-PLANQUE,59553,304579,5039141,345,0,18,MG,N,N,0
F,NP,59,,HALLUIN,59250,312400,5078225,F,RP,78,,BOIS-D'ARCY,78390,203108,4880079,20000,0,100,MG,N,N,0
F,AU,3,,SAINT-POUR�AIN-SUR-SIOULE,3500,328932,4630690,F,MP,31,,SAINT-�LIX-LE-CH�TEAU,31430,113695,4328057,20000,0,134,MG,N,N,0
F,PL,44,,SAINT-MARS-LA-JAILLE,44540,-118489,4752651,F,AU,87,,PAGEAS,87230,99949,4567768,28200,0,134,MG,N,N,0
F,AU,63,,THIERS,63300,354040,4585358,F,NP,2,,SAINT-QUENTIN,2100,328750,4984724,5000,0,72,MG,N,N,0
D,SA,6,,AKEN,6385,1205226,5185079,F,NP,60,,BR�GY,60440,286565,4908216,500,0,4,MG,N,N,0
F,RA,1,,SAINT-VULBAS,1150,529008,4583241,F,BR,22,,SAINT-BRIEUC,22000,-276398,4851548,2000,0,12,MG,N,N,0
NL,NB,57,,HELMOND,5701,566483,5148141,NL,FR,84,,HEERENVEEN,8444,595199,5293294,16000,0,136,MG,N,N,0
D,NB,97,,SCHWEINFURT,97424,1021006,5003902,D,MV,18,,LALENDORF,18279,1238789,5375638,5000,0,70,MG,N,N,0
F,BF,21,,GEVREY-CHAMBERTIN,21220,498000,4722816,F,NP,80,,BAL�TRE,80700,286505,4970933,2900,0,50,MG,N,N,0
F,PC,79,,NIORT,79000,-46273,4632115,D,WN,28,,BREMEN,28195,880467,5307516,24000,0,136,MG,N,N,0
F,RP,93,,SAINT-DENIS,93200,236054,4893673,F,BR,35,,MAURE-DE-BRETAGNE,35330,-200211,4788934,3000,0,130,MG,Y,N,0
F,BR,35,,SAINT-JEAN-SUR-VILAINE,35220,-135932,4811722,F,BR,22,,ERQUY,22430,-245946,4863222,3000,0,40,MG,N,N,0
D,ON,38,,BRAUNSCHWEIG,38112,1050624,5230612,D,BW,72,,ALPIRSBACH,72275,840337,4834670,2800,0,80,MG,N,N,0
I,2,VEN,36,SCHIO,36015,1135696,4571723,PL,1,1,14,LUBAWA,14-260,1977361,5346338,2000,0,60,MG,N,N,0
F,RP,95,,LE THILLAY,95500,247256,4900408,B,AN,20,,ANVERS,2000,440247,5121822,25000,0,130,MG,N,N,0
F,PL,44,,PONTCH�TEAU,44160,-208892,4743745,F,BR,35,,GRAND-FOUGERAY,35390,-173256,4772332,11700,0,72,MG,N,N,0
PL,6,6,62,SWARZ?DZ,62-020,1707539,5240458,PL,8,8,85,BYDGOSZCZ,85-790,1800780,5311931,24000,0,136,MG,N,N,0
F,PC,16,,EXIDEUIL,16150,67232,4588621,F,MP,32,,SARRANT,32120,92894,4377484,10000,0,136,MG,N,N,0
F,RA,38,,SATOLAS-ET-BONCE,38290,513168,4569373,F,AL,57,,MARLY,57155,616090,4906148,900,0,40,MG,N,N,0
D,RL,47,,UEDEM,47589,627397,5166668,B,AN,28,,WILLEBROEK,2830,435542,5106010,24000,0,136,MG,N,N,0
D,SN,4,,EILENBURG,4838,1263695,5146146,GB,2,RG,,READING,RG31 7,-103471,5144047,24000,0,136,MG,N,N,0
F,BF,70,,LURE,70200,650079,4768437,F,AL,67,,ERSTEIN,67150,766183,4842245,28000,0,134,MG,N,N,0
F,RA,1,,OYONNAX,1100,565826,4625910,F,BF,21,,SAINTE-MARIE-LA-BLANCHE,21200,489003,4697756,10000,0,130,MG,N,N,0
F,BF,71,,MARTIGNY-LE-COMTE,71220,433475,4652866,F,RA,1,,OYONNAX,1100,565171,4625916,7000,0,30,MG,N,N,0
F,PL,53,,ARGENTR�,53210,-64154,4808394,F,BR,35,,BETTON,35760,-167520,4816256,10000,0,130,MG,N,N,0
F,NO,14,,GRENTHEVILLE,14540,-29058,4914991,F,NO,61,,ALEN�ON,61000,9256,4843160,1000,0,24,MG,N,N,0
I,2,VEN,45,ROVIGO,45100,1178953,4507016,F,RA,26,,MONT�LIMAR,26200,474916,4455564,2000,0,85,MG,N,N,0
NL,NB,54,,EERDE [VEGHEL],5466,549783,5160359,F,CE,45,,ORL�ANS,45100,190495,4790143,24000,0,136,TD,N,N,0
F,RP,95,,MONTSOULT,95560,230989,4907063,F,RA,1,,ATTIGNAT,1340,516115,4628469,20000,0,136,TD,N,N,0
F,NP,60,,PLAILLY,60128,258299,4910318,F,MP,81,,MAZAMET,81200,237836,4349394,100,0,4,MG,N,N,0
B,AN,25,,KONTICH,2550,445347,5113356,E,E11,M,28,SAN FERNANDO DE HENARES,28830,-352917,4042475,20000,0,134,MG,N,N,0
F,CH,51,,FAUX-V�SIGNEUL,51320,440175,4877905,B,BR,10,,BRUXELLES/BRUSSEL,1000,435914,5084566,27000,0,0,BE,N,N,0
E,E2,B,8,MARTORELLES,8107,223675,4152768,F,CE,28,,BREZOLLES,28270,107350,4869047,600,0,20,MG,N,N,0
F,AL,67,,S�LESTAT,67600,745231,4825780,E,E11,GU,19,AZUQUECA DE HENARES,19200,-326775,4056461,6000,0,60,MG,N,N,0
D,NB,91,,EMSKIRCHEN,91448,1071377,4954939,D,SB,86,,ERESING,86922,1102567,4808908,2000,0,30,MG,N,N,0
F,MP,81,,GAILLAC,81600,189868,4390253,F,BF,21,,GENLIS,21110,522486,4724312,1700,0,65,MG,N,N,0
D,HE,36,,HAUNECK,36282,972225,5083536,NL,NB,52,,'S-HERTOGENBOSCH,5222,527434,5170374,21000,0,136,MG,N,N,0
I,5,ROM,48,RAVENNA,48100,1219785,4441412,I,0,PIE,15,ALESSANDRIA,15100,871742,4493072,30000,0,136,MG,N,N,0
D,SN,2,,G�RLITZ,2826,1498235,5114979,P,NO,40,,PORTO,4000-209,-860264,4114911,10000,0,71,MG,N,N,0
PL,8,8,88,BRZESC [KRUSZWICA],88-121,1842307,5256586,PL,0,0,0,B?ASZKI,******,1843592,5165152,24000,0,136,MG,N,N,0
NL,GL,69,,ZEVENAAR,6901,607686,5193159,D,BW,77,,LAHR/SCHWARZWALD,77933,786205,4834026,2500,0,48,MG,N,N,0
I,0,PIE,12,CUNEO,12100,754206,4438369,F,NP,60,,BEAUVAIS,60000,208752,4943193,24000,0,136,MG,N,N,0
F,AU,3,,MAGNET,3260,350221,4621503,F,BR,22,,PL�RIN,22190,-276834,4853553,1600,0,48,MG,N,N,0
F,RP,77,,NEMOURS,77140,270142,4826764,F,NO,61,,ALEN�ON,61000,8308,4843063,9600,0,52,MG,N,N,0
F,OC,30,,LES ANGLES,30133,477615,4395789,F,PR,13,,MARSEILLE,13001,537248,4329370,3000,0,46,MG,N,N,0
D,TN,98,,GESCHWENDA,98716,1082343,5073136,D,BW,75,,PFORZHEIM,75177,870744,4890224,2500,0,50,MG,N,N,0
B,WV,89,,IEPER,8900,288780,5085134,NL,FR,85,,LEMMER [LEMSTERLAND],8532,570025,5285521,20000,0,136,MG,N,N,0
F,RA,38,,CHANAS,38150,482368,4531967,F,PR,6,,NICE,6200,722402,4368323,2500,0,20,MG,N,N,0
F,RA,69,,LYON,69002,482978,4575418,I,1,LOM,24,BERGAMO,24020,970737,4570796,6000,0,130,MG,N,N,0
F,OC,11,,BRAM,11150,211469,4324438,F,NO,76,,SERQUEUX,76440,153946,4963307,5000,0,61,MG,N,N,0
F,AL,88,,NEUFCH�TEAU,88300,569277,4835691,F,PR,13,,VITROLLES,13127,525033,4344842,12000,520,130,MG,N,N,0
F,CH,10,,MUSSY-SUR-SEINE,10250,449764,4797724,F,RA,1,,TR�VOUX,1600,477654,4594038,4000,0,72,MG,N,N,0
F,RA,1,,BOURG-EN-BRESSE,1000,523034,4620315,NL,ZH,29,,ALBLASSERDAM,2953,464548,5187083,800,0,4,MG,N,N,0
B,WV,83,,HEIST,8301,324256,5133658,F,NO,27,,MANNEVILLE-SUR-RISLE,27500,54944,4935395,25000,0,130,MG,N,N,0
E,E9,O,33,FIGUERAS [ALLANDE],33889,-657913,4325414,E,E11,M,28,FUENLABRADA,28944,-379280,4028259,2000,0,21,MG,N,N,0
F,PL,49,,CHOLET,49300,-88069,4706260,F,PR,13,,MARSEILLE,13001,537248,4329370,5000,0,65,MG,N,N,0
F,BR,35,,LE RHEU,35650,-179437,4809933,F,RP,78,,SARTROUVILLE,78500,217368,4893875,3000,0,20,MG,N,N,0
D,NB,93,,NITTENAU,93149,1227452,4919894,D,NB,97,,KITZINGEN,97318,1016429,4973641,23040,0,140,MG,N,N,0
F,BF,70,,LURE,70200,650079,4768437,F,AL,68,,THANNENKIRCH,68590,730300,4823184,100,0,0,MG,N,N,0
F,PL,53,,RENAZ�,53800,-105408,4779316,F,AQ,64,,BAYONNE,64100,-147468,4349265,5700,0,70,MG,N,N,0
D,BW,77,,B�HL,77815,813592,4869535,D,PS,66,,SAARLOUIS,66740,674590,4931180,7000,0,136,MG,N,N,0
F,CE,37,,JOU�-L�S-TOURS,37300,66255,4735095,F,NP,80,,TULLY,80130,151775,5008501,200,0,10,MG,N,N,0
F,NO,14,,SAINT-SEVER [VIERVILLE-SUR-MER],14710,-91217,4936048,E,E10,SS,20,OLABERRIA,20212,-220151,4302817,25000,0,136,BE,N,N,0
F,PC,16,,MORNAC,16600,27219,4568040,F,PL,85,,L'�LE-D'ELLE,85770,-95214,4632491,24000,0,136,MG,N,N,0
F,RA,42,,SAINT-�TIENNE,42000,438799,4543904,F,NO,50,,SAINT-PAIR-SUR-MER,50380,-157006,4881523,2800,0,28,MG,N,Y,0
F,BF,25,,BESAN�ON,25000,600895,4724039,F,CH,10,,BAR-SUR-AUBE,10200,470500,4823449,1900,0,50,MG,N,N,0
F,CH,52,,CHAUMONT,52000,514076,4810581,D,NB,93,,NEUTRAUBLING,93073,1219854,4898861,1500,0,36,MG,N,N,0
F,NP,80,,AMIENS,80000,228817,4989435,F,AU,87,,LIMOGES,87100,125620,4584558,13000,0,130,MG,N,N,0
D,SN,9,,CHEMNITZ,9120,1290654,5080956,F,BF,89,,SAINT-FLORENTIN,89600,372566,4800126,1800,0,48,MG,N,N,0
F,AQ,33,,AMB�S,33810,-52969,4501322,F,MP,12,,LA PRIMAUBE [LUC-LA-PRIMAUBE],12450,255925,4429150,28200,0,136,MG,N,N,0
NL,DR,95,,TER APEL [VLAGTWEDDE],9561,706771,5287552,NL,UT,37,,ZEIST,3701,524389,5208548,15000,0,95,MG,N,N,0
I,6,LAZ,0,POMEZIA,40,1249905,4167193,I,6,LAZ,1,VITERBO,1100,1210749,4242032,24000,0,136,MG,N,N,0
F,AL,88,,SAINT-DI�-DES-VOSGES,88100,695066,4828656,B,HT,77,,MOUSCRON,7700,320601,5074359,3400,0,20,MG,N,N,0
F,PR,13,,FOS-SUR-MER,13270,494016,4345282,F,AU,3,,CHARMEIL,3110,339308,4615961,23000,0,120,MG,N,N,0
I,4,TOS,55,CAPANNORI,55010,1063848,4390004,D,BW,76,,KARLSRUHE,76149,838719,4903265,10000,0,50,MG,N,N,0
F,NP,60,,LONGUEIL-SAINTE-MARIE,60126,271677,4935516,F,PL,44,,GRANDCHAMPS-DES-FONTAINES,44119,-160929,4736606,8151,0,52,MG,N,N,0
F,AQ,24,,BERGERAC,24100,48335,4485326,I,5,MAR,60,ANCONA,60122,1350868,4361819,24000,0,136,MG,N,N,0
F,AL,67,,WASSELONNE,67310,744725,4863719,F,NP,80,,P�RONNE,80200,293533,4992967,2000,0,35,MG,N,N,0
D,PS,67,,WORMS,67547,836262,4963015,D,WF,45,,GLADBECK,45964,699262,5157440,4200,0,48,MG,N,N,0
F,BF,71,,CHALON-SUR-SA�NE,71100,484928,4679066,F,PR,13,,FOS-SUR-MER,13270,494016,4345282,24690,0,134,MG,N,N,0
I,1,LOM,23,ROGENO,23849,927220,4578218,F,NP,59,,LOON-PLAGE,59279,221997,5099434,3000,0,25,MG,N,N,0
F,AL,68,,MULHOUSE,68200,734375,4775168,F,NP,2,,SAINT-QUENTIN,2100,328845,4984796,1000,0,35,MG,N,N,0
F,NP,62,,BAPAUME,62450,284948,5010313,F,PL,85,,LES HERBIERS,85500,-101520,4687128,200,50,8,MG,N,N,0
I,2,VEN,35,CERVARESE SANTA CROCE,35030,1168828,4542352,B,WV,89,,MENIN,8930,311573,5079794,1400,0,20,MG,N,N,0
F,CE,37,,TOURS,37000,69066,4738520,F,NO,76,,SAINT-VIGOR-D'YMONVILLE,76430,36103,4949476,600,0,32,MG,N,N,0
F,NO,27,,VERNON,27200,148047,4908729,F,BR,22,,PAIMPOL,22500,-303941,4877831,15000,0,72,TD,N,N,0
NL,GR,96,,KOLHAM [SLOCHTEREN],9615,674270,5318206,NL,LB,62,,GRONSVELD [EIJSDEN],6247,573062,5080921,1000,0,8,MG,N,N,0
F,RA,38,,VIENNE,38200,487148,4552544,F,PL,53,,LAVAL,53000,-77346,4806883,5000,0,50,MG,N,N,0
F,CE,37,,CH�TEAU-LA-VALLI�RE,37330,32435,4754687,F,NP,80,,FEUQUI�RES-EN-VIMEU,80210,160335,5006316,4000,0,66,MG,N,N,0
D,SB,94,,DEGGENDORF,94469,1295940,4883989,D,WF,33,,BIELEFELD,33609,857768,5204059,3200,0,40,MG,N,N,0
F,NO,76,,LE HAVRE,76600,13187,4949364,F,PL,72,,LE MANS,72000,19563,4800795,5000,0,130,MG,N,N,0
D,WN,49,,ALFHAUSEN,49594,795401,5250118,D,NB,97,,DONNERSDORF,97499,1042112,4997004,18700,0,132,MG,N,N,0
F,CE,37,,MAZI�RES-DE-TOURAINE,37130,42565,4738405,F,BR,35,,BOURGBARR�,35230,-161516,4799400,8634,0,70,MG,N,N,0
D,BW,73,,RUDERSBERG,73635,952751,4888581,F,AL,68,,WITTELSHEIM,68310,723630,4779822,2600,0,50,MG,N,N,0
D,WF,48,,SALZBERGEN,48499,734180,5232294,D,WN,27,,BREMERHAVEN,27572,859494,5351003,2500,0,40,MG,N,N,0
F,BF,71,,LE CREUSOT,71200,442121,4680618,F,RP,78,,�LANCOURT,78990,194946,4876856,2200,0,10,MG,N,N,0
F,PC,17,,SAINTES,17100,-63569,4574350,F,NO,76,,EU,76260,141965,5004858,5000,0,60,MG,N,N,0
F,MP,81,,LAVAUR,81500,181464,4369946,F,OC,30,,BAGNOLS-SUR-C�ZE,30200,461840,4415871,2000,0,20,MG,N,N,0
B,WV,80,,BRUGGE,8000,322513,5121268,D,WF,33,,BUCHHOLZ [MARSBERG],33181,881605,5148310,24000,0,136,MG,N,N,0
F,BF,21,,DIJON,21000,504419,4732639,F,MP,46,,FIGEAC,46100,203121,4460854,27000,0,130,BE,N,N,0
F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,510846,4563586,F,PR,20,,AJACCIO,20000,873239,4191914,449,0,10,MG,N,N,0
B,LM,39,,PEER,3990,545556,5113330,B,BR,15,,HAL,1500,423599,5073392,24000,0,136,MG,N,N,0
D,ON,30,,BURG [HANNOVER],30165,969690,5241381,B,HT,71,,SENEFFE,7180,425858,5052835,2000,0,32,MG,N,Y,0
F,MP,82,,CASTELSARRASIN,82100,110641,4404171,F,AQ,64,,ANGLET,64600,-151794,4349607,2000,0,10,MG,N,N,0
F,BF,70,,LURE,70200,650079,4768437,F,AL,68,,THANNENKIRCH,68590,730300,4823184,100,0,0,MG,N,N,0
F,AL,67,,NIEDERMODERN,67350,762541,4884473,F,PC,86,,INGRANDES,86220,56834,4687763,4900,0,45,MG,N,N,0
F,BF,71,,LE CREUSOT,71200,442121,4680618,F,PR,13,,MARSEILLE,13001,537248,4329370,24000,0,136,MG,N,N,0
F,BF,39,,DOLE,39100,548831,4708926,F,AL,67,,ERSTEIN,67150,766183,4842245,7000,0,70,MG,N,N,0
F,RA,69,,TARARE,69170,443250,4589533,F,NP,2,,CH�TEAU-THIERRY,2400,340031,4904404,7400,0,50,MG,N,N,0
PL,3,3,33,NOWY SACZ,33-300,2070330,4961264,GB,7,WA,,WARRINGTON,WA1 1,-259754,5338874,24500,80,136,TD,N,N,0
D,WF,59,,BRILON,59929,856955,5139512,D,WF,44,,HERNE,44653,718337,5154350,24000,0,140,MG,N,N,0
F,MP,31,,COLOMIERS,31770,133336,4361243,F,AQ,33,,BORDEAUX,33200,-58107,4483661,24000,0,136,MG,N,N,0
F,NO,76,,OISSEL,76350,109590,4934104,F,AL,88,,SAINT-DI�-DES-VOSGES,88100,694967,4828771,28000,0,132,MG,N,N,0
F,CE,37,,FONDETTES,37230,61121,4740089,F,NP,59,,LOUVROIL,59720,395490,5026241,8000,0,100,MG,N,N,0
F,PL,85,,LA ROCHE-SUR-YON,85000,-142793,4666763,F,AQ,33,,SAINT-M�DARD-EN-JALLES,33160,-72376,4489111,2000,0,20,MG,N,N,0
F,NO,76,,ELBEUF,76500,100637,4928795,E,E2,LE,25,L�RIDA,25002,62704,4161443,24000,0,136,MG,N,N,0
F,AL,57,,SAINT-AVOLD,57500,670546,4910428,F,RA,69,,LYON,69002,482900,4575940,7000,0,50,MG,N,N,0
F,BF,71,,MARCIGNY,71110,404149,4627594,F,NP,59,,RONCQ,59223,312076,5075317,1000,0,10,MG,N,N,0
F,RA,73,,LE BOURGET-DU-LAC,73370,585722,4565265,F,OC,66,,RIVESALTES,66600,287464,4276816,400,0,17,MG,N,N,0
F,MP,82,,MONTAUBAN,82000,135274,4401652,F,PC,16,,REIGNAC,16360,-18318,4542283,15000,0,136,MG,N,N,0
D,BR,15,,BARUTH/MARK,15837,1350275,5204520,PL,7,7,72,?WINOUJ?CIE,72-600,1424693,5391004,24000,0,136,MG,N,N,0
F,AL,68,,MULHOUSE,68200,731749,4775191,F,PC,79,,THOUARS,79100,-21497,4697930,15000,0,136,MG,N,N,0
PL,3,3,33,NOWY SACZ,33-300,2070330,4961264,GB,3,EN,,ENFIELD,EN1 4,-5502,5166944,24500,80,136,TD,N,N,0
E,E3,CS,12,ONDA,12200,-25848,3996404,B,BR,14,,NIVELLES,1400,432946,5059759,4599,0,20,MG,N,N,0
I,4,EMI,40,BOLOGNA,40121,1134182,4450002,F,AQ,47,,AGEN,47000,62578,4420146,20000,0,136,MG,N,N,0
F,AU,23,,M�RINCHAL,23420,248771,4591700,NL,UT,34,,NIEUWEGEIN,3431,508217,5202740,1700,0,10,MG,N,N,0
D,PS,56,,DACHSENHAUSEN,56340,772823,5025226,D,PS,56,,RENNEROD,56477,806616,5060704,24000,0,136,MG,N,N,0
I,2,VEN,36,VALLI DEL PASUBIO,36030,1126128,4574041,I,1,LOM,25,LOGRATO,25030,1005517,4548409,300000,0,136,MG,N,N,0
F,OC,30,,PUJAUT,30131,477187,4400451,F,RP,78,,HARDRICOURT,78250,189310,4900808,3000,0,16,MG,N,N,0
E,E1,Z,50,ZARAGOZA,50011,-93220,4165950,F,RP,78,,TRAPPES,78190,198904,4877754,1000,0,28,MG,N,N,0
F,PL,44,,LEG�,44650,-159808,4688514,F,BR,22,,LANNION,22300,-345880,4872943,24000,0,134,MG,N,N,0
P,NO,45,,MOZELOS [SANTA MARIA DA FEIRA],4535-209,-856882,4099847,F,PL,49,,LA JARRETI�RE [DEN�E],49190,-60841,4736381,600,0,8,MG,N,N,0
F,RA,69,,BRON,69500,491127,4573667,F,NP,2,,SAINT-QUENTIN,2100,328750,4984724,270,0,30,MG,N,N,0
PL,6,6,66,GORZ�W WIELKOPOLSKI,66-400,1523509,5273613,PL,7,7,74,PYRZYCE,74-200,1489157,5314625,1700,0,70,MG,N,N,0
D,SB,82,,BAIERBRUNN,82065,1148417,4801966,D,SB,86,,WALKERTSHOFEN,86877,1058804,4822625,4000,0,60,MG,N,N,0
F,AL,57,,THIONVILLE,57100,615519,4936029,F,NO,61,,LE THEIL,61260,68344,4826540,18000,0,130,MG,N,N,0
D,PS,55,,SIMMERN/HUNSR�CK,55469,752732,4998544,D,TN,7,,EISENBERG,7607,1189472,5096882,4100,0,36,MG,N,N,0
F,BF,39,,DOLE,39100,549017,4708976,F,RA,38,,MORESTEL,38510,547149,4567493,27000,0,136,MG,N,N,0
F,MP,31,,TOULOUSE,31100,144868,4360573,E,E5,MA,29,MARBELLA,29601,-488326,3650800,300,0,10,MG,N,N,0
D,HE,34,,WARBURG,34414,914404,5148907,D,MV,17,,PRENZLAU,17291,1386322,5331627,2000,0,36,MG,N,N,0
F,NP,62,,DESVRES,62240,183371,5066902,F,PC,16,,ANGOUL�ME,16000,15414,4564927,400,0,4,MG,N,N,0
F,CH,8,,GIVET,8600,482416,5013954,F,NO,14,,CAEN,14000,-36825,4918531,2500,0,20,MG,N,N,0
F,RA,73,,SAINT-R�MY-DE-MAURIENNE,73660,626666,4538908,F,BF,70,,VESOUL,70000,615917,4762884,8000,0,50,MG,N,N,0
F,RP,78,,ABLIS,78660,183817,4851643,F,AQ,33,,MARCILLAC,33860,-52393,4526892,500,0,20,MG,N,N,0
F,NP,59,,LILLE,59777,307660,5063673,F,MP,31,,TOULOUSE,31100,144868,4360573,24000,0,136,MG,N,Y,0
D,TN,99,,ROCKENSUSSRA [EBELEBEN],99713,1070046,5126922,E,E10,SS,20,IDIAZABAL,20213,-223326,4301151,10000,0,60,MG,N,N,0
F,AL,67,,WASSELONNE,67310,744518,4863853,F,NO,76,,GRAND-COURONNE,76530,100286,4935479,3000,0,25,MG,N,N,0
F,NO,61,,FLERS,61100,-56801,4874552,D,SB,86,,FRIEDBERG,86316,1098014,4835650,24000,0,136,MG,N,N,0
F,NP,59,,LILLE,59000,306280,5063717,F,RA,38,,VOREPPE,38340,563767,4529834,600,0,20,MG,N,N,0
I,5,ROM,48,RAVENNA,48010,1219819,4429883,D,PS,67,,KAISERSLAUTERN,67661,771005,4943206,10000,0,136,MG,N,N,0
D,RL,41,,NEUSS,41460,669404,5119628,F,AL,67,,LAUTERBOURG,67630,818040,4897493,24000,0,136,BE,N,N,0
F,CH,51,,SUIPPES,51600,453393,4913248,D,WN,28,,BREMEN,28195,880467,5307516,2000,0,30,MG,N,N,0
F,PL,53,,BALL�E,53340,-41861,4793399,F,BR,29,,SAINT-POL-DE-L�ON,29250,-398683,4868467,10000,0,100,MG,N,N,0
E,E2,GE,17,GERONA,17002,281872,4198087,B,HT,60,,CHARLEROI,6000,444344,5041017,24000,0,136,MG,N,N,0
F,NP,59,,HALLUIN,59250,312707,5077952,F,CH,8,,CHARLEVILLE-M�ZI�RES,8000,471568,4976604,1700,0,12,MG,N,N,0
F,RA,26,,PORTES-L�S-VALENCE,26800,487810,4487371,F,AQ,24,,AUBAS,24290,119136,4508359,2500,0,32,MG,Y,N,0
F,CH,8,,RETHEL,8300,436589,4950835,F,CH,51,,REIMS,51100,402843,4926283,25000,0,130,MG,N,N,0
E,E1,HU,22,HUESCA,22002,-40827,4213659,F,RA,42,,ROANNE,42300,407259,4603534,24000,0,136,MG,N,N,0
I,4,UMB,6,PERUGIA,6100,1228894,4304871,E,E10,NA,31,PAMPLONA,31007,-165176,4280706,4000,0,45,MG,N,N,0
F,BF,21,,DIJON,21000,504419,4732639,F,MP,12,,DECAZEVILLE,12300,225284,4456169,28000,0,136,BE,N,N,0
F,PC,79,,NIORT,79000,-45711,4632721,F,RA,69,,MIONS,69780,495003,4566593,9600,0,60,MG,N,N,0
PL,1,1,17,BIELSK PODLASKI,17-100,2313018,5277392,I,3,FVG,34,GORIZIA,34170,1361417,4593951,24000,0,136,MG,N,N,0
GB,8,KY,,KINROSS,KY13 0,-343864,5621815,D,SH,25,,ELMSHORN,25335,965131,5375433,24000,0,136,MG,N,N,0
F,BR,56,,PLO�RMEL,56800,-239818,4793161,PL,3,3,39,MIELEC,39-3**,2144401,5033491,4000,0,28,MG,N,N,0
F,BF,39,,ARINTHOD,39240,556742,4639339,F,MP,9,,MAZ�RES,9270,167757,4325087,5000,0,100,MG,N,N,0
NL,ZH,30,,ROTTERDAM,3012,447839,5192285,B,NA,55,,ANH�E,5537,487719,5031141,24400,0,136,MG,N,N,0
F,RA,38,,SAINT-QUENTIN-FALLAVIER,38070,511080,4563261,I,1,LOM,27,PAVIA,27100,915048,4519084,26000,0,136,MG,N,N,0
